POINT_ID,sci12_010_1km,sci13_010_1km,sci14_010_1km,sci15_010_1km,sci16_010_1km,sci17_010_1km,sci18_010_1km,sci19_010_1km,sci20_010_1km,sci21_010_1km,sci11_1040_1km,sci12_1040_1km,sci13_1040_1km,sci14_1040_1km,sci15_1040_1km,sci16_1040_1km,sci17_1040_1km,sci18_1040_1km,sci19_1040_1km,sci20_1040_1km,sci21_1040_1km,sci11_4070_1km,sci12_4070_1km,sci13_4070_1km,sci14_4070_1km,sci15_4070_1km,sci16_4070_1km,sci17_4070_1km,sci18_4070_1km,sci19_4070_1km,sci20_4070_1km,sci21_4070_1km,sci11_GT70_1km,sci12_GT70_1km,sci13_GT70_1km,sci14_GT70_1km,sci15_GT70_1km,sci16_GT70_1km,sci17_GT70_1km,sci18_GT70_1km,sci19_GT70_1km,sci20_GT70_1km,sci21_GT70_1km
EMFWOR_MUDT1-09,1.4373716,1.3200352,1.1440305,0.9680258,0.9680258,0.9386917,0.9680258,1.5253741,1.4667058,1.5840422,32.5315323,32.8248749,31.9741859,31.4461727,31.1528301,29.8914642,31.4168377,40.8037529,51.3347015,51.4813728,51.1880302,43.0918159,43.0331459,44.0305061,44.7051926,45.1158714,46.0545616,44.7051926,35.4356117,24.464653,24.3179817,24.464653,0.1466706,0.1173365,0.0880023,0.1173365,0.1760047,0.49868,0.3520094,0.2053388,0.0880023,0.1466706,0.1760047
EMFWOR_MUDT1-10,1.2026987,1.1440305,0.9973599,0.9093576,0.9093576,0.8506894,0.8506894,1.4080375,1.3787035,1.5547081,26.7233791,27.0460548,26.254034,25.8726902,25.6086826,24.0539742,25.4620132,33.7048988,45.7318878,45.5265465,44.9692001,40.5690804,40.3930779,41.2731018,41.8304482,42.1237907,43.1798172,42.0651207,34.056907699999996,21.6485767,21.8539162,22.23526,0.1760047,0.2053388,0.1760047,0.1466706,0.2053388,0.7040188,0.4693458,0.2346729,0.0586682,0.0880023,0.0880023
EMFWOR_CAMC6-08,0.4693458,0.49868,0.5573482,0.6160164,0.6160164,0.6453505,0.7040188,0.6160164,0.6453505,0.6160164,39.5423889,39.102375,39.5423889,38.9557037,38.4570236,38.1050148,38.8677025,39.2490463,38.8677025,38.0170135,37.3423309,49.5746536,49.897331200000004,49.4866524,50.0733337,50.5133476,50.6600189,49.779995,49.1933136,49.4866524,50.220005,50.8360214,0.0880023,0.1466706,0.0880023,0.0293341,0.0293341,0.2346729,0.3226753,0.4693458,0.6453505,0.7333529,0.8213552
EMFWOR_CAMC6-09,0.2346729,0.264007,0.264007,0.3520094,0.3226753,0.3226753,0.3520094,0.3226753,0.3226753,0.3226753,36.902317,36.462307,36.6676445,36.1102982,35.7876205,34.4382515,35.4356117,36.0222931,35.8169556,34.9662666,34.4382515,48.3719559,48.7532997,48.5772972,49.1933136,49.4279861,50.6306839,49.5159874,48.7532997,48.8119698,49.6039886,50.0146675,0.0880023,0.1466706,0.0880023,0.0293341,0.0293341,0.2053388,0.3226753,0.4693458,0.6453505,0.7040188,0.8213552
EMFWOR_CAMC6-10,0.0880023,0.1173365,0.1466706,0.2053388,0.1466706,0.1173365,0.1760047,0.1760047,0.2053388,0.2346729,33.4702263,33.0302124,33.4115562,33.2648888,33.4995613,33.323555,34.5262527,35.2889404,35.1716042,34.6142578,34.3502502,45.2332077,45.5558815,45.2332077,45.4092102,45.1158714,45.2038727,43.9425049,43.0918159,43.121151,43.6198311,43.7371674,0.0880023,0.1466706,0.0586682,0,0,0.1466706,0.2346729,0.264007,0.3520094,0.3813435,0.49868
EMFWOR_CAMC7-08,1.0266941,1.0266941,1.0560281,1.1733646,1.3493693,1.4080375,1.5253741,1.5253741,1.5253741,1.5547081,19.2138462,19.4778519,19.4191837,19.4778519,19.3898506,19.9178638,20.8565559,20.7685547,20.4752121,20.0645351,19.4778519,67.057785,66.7937775,66.9991226,66.9697876,66.8817825,65.1804047,64.0950394,63.7723656,63.7136993,64.1537094,64.6817245,0.3813435,0.3813435,0.2346729,0.1760047,0.2346729,1.2320329,1.3200352,1.6133764,1.9653858,1.9360516,1.9653858
EMFWOR_CAMC7-09,0.3226753,0.3520094,0.3813435,0.4693458,0.49868,0.5280141,0.6453505,0.6453505,0.6453505,0.6453505,16.1924324,16.4271049,16.3391018,16.3391018,16.2217655,16.4564381,17.5124664,17.4537983,17.1897926,16.7497807,16.2804337,59.6655922,59.4309196,59.6362572,59.6655922,59.6362572,58.697567,57.4948654,57.1428566,57.0841904,57.4948654,57.9642105,0.3813435,0.3813435,0.2346729,0.1760047,0.2346729,0.9093576,1.0266941,1.3200352,1.6427104,1.6720446,1.6720446
EMFWOR_CAMC7-10,0.2933412,0.3520094,0.3813435,0.4400117,0.3813435,0.3813435,0.5573482,0.5280141,0.49868,0.4400117,14.7257261,14.8430624,14.7550602,14.6083899,14.5203876,14.2857141,15.0190668,14.9017305,14.7257261,14.5203876,14.2857141,49.5453224,49.4279861,49.6039886,49.779995,49.7506599,49.5159874,48.6946335,48.3719559,48.2839546,48.4599571,48.7239647,0.3520094,0.3520094,0.2053388,0.1466706,0.2053388,0.7333529,0.8213552,1.0853623,1.3787035,1.4373716,1.4667058
EMFWOR_CAMC1-01,7.9495454,7.9788795,8.1842184,8.0375481,8.3308887,8.7415667,9.5922556,9.7389259,10.0909357,10.2669401,27.2513943,27.075388,27.0167198,26.9873867,27.2513943,25.6673508,25.6086826,25.4033432,24.904665,24.3766499,23.9073048,31.9741859,31.9741859,32.032856,31.8568497,31.7688465,32.9128761,32.5902023,31.9448509,32.3261948,32.5608673,32.8835449,0.0880023,0.0880023,0.0586682,0.0586682,0.0293341,0.1760047,0.1466706,0.1466706,0.1173365,0.0586682,0.0293341
EMFWOR_CAMC1-02,7.6855383,7.7148724,7.8908772,7.7735405,8.0668821,8.4775591,9.4162512,9.5629215,9.9149313,10.1789379,29.0701084,28.864769,28.9527721,28.7474327,28.8354359,27.4860668,27.3100624,27.0460548,26.4007034,25.9313583,25.2566738,40.0997353,40.1584053,40.0704002,40.0997353,40.1290703,41.1264305,40.891758,40.2464066,40.7744217,40.891758,41.331768,0.0880023,0.0586682,0.0293341,0.0293341,0.0293341,0.0880023,0.0880023,0.0586682,0.0293341,0.0293341,0
EMFWOR_CAMC1-03,5.2801409,5.3094749,5.3094749,5.338809,5.4561453,5.8081551,6.5415077,6.7175126,6.9815197,7.1868582,28.7474327,28.483427,28.6594315,28.5127602,28.3954239,27.2513943,27.075388,27.1633911,26.254034,25.9020233,25.1980057,49.4573174,49.5746536,49.3986511,49.5453224,49.6333237,50.6013489,50.4253464,49.6626587,50.3960114,50.4840126,51.0120277,0.0880023,0.0586682,0.0293341,0.0293341,0.0293341,0.0880023,0.0880023,0.0293341,0.0293341,0.0293341,0
EMFWOR_CAMC1-04,4.0774422,4.0774422,4.1361103,4.1947784,4.3121152,4.5174537,5.2214727,5.3681431,5.6321502,5.7201524,30.7128181,30.7421532,31.0648289,31.0061607,30.8888245,30.0968018,30.1261368,30.0674686,29.304781,28.9821053,28.454092,52.6547356,52.5373993,52.2147255,52.2440605,52.3320618,52.8894119,52.6840706,52.0973892,52.7427406,52.8014069,53.2707558,0.1466706,0.0880023,0.0880023,0.0586682,0.0293341,0.1466706,0.1173365,0.0586682,0.0293341,0.0293341,0
EMFWOR_CAMC1-05,3.1094162,3.0800822,3.0800822,3.0800822,3.2267528,3.4027574,3.784101,3.8427691,4.1067762,4.2241125,29.3634491,29.5394535,30.0674686,30.0088005,29.9794655,29.6274567,29.774128,30.1554699,29.4807854,29.0407753,28.454092,54.5321198,54.2681122,53.7694321,53.8574371,53.9161034,54.0334396,53.7401009,53.0067482,53.6814308,53.8574371,54.3267822,0.1173365,0.0880023,0.0880023,0.0586682,0.0293341,0.1173365,0.0880023,0.0586682,0,0,0
EMFWOR_CAMC1-06,1.6133764,1.6133764,1.6133764,1.6133764,1.760047,1.9067175,2.1413903,2.1707246,2.3173952,2.3760633,27.6327362,28.0434151,28.3660889,28.454092,28.6007633,27.9554119,28.1607513,29.2754478,28.6007633,28.1020832,27.4860668,57.6415367,57.1721916,56.8495178,56.7908478,56.6735115,57.0548553,56.7321777,55.4414787,56.1161613,56.4975052,57.0548553,0.1173365,0.0880023,0.0880023,0.0586682,0.0293341,0.1466706,0.1173365,0.0586682,0.0293341,0,0
EMFWOR_CAMC1-07,0.8800235,0.8506894,0.8800235,0.8800235,1.0266941,1.0853623,1.3493693,1.3787035,1.9360516,2.552068,24.7873268,25.051334399999998,25.4620132,25.5206814,25.784687,24.9926662,25.3153419,26.3127022,25.7553539,24.904665,23.8193016,54.8547974,54.5907898,54.209446,54.1507759,53.9161034,54.4441185,54.0921097,52.8894119,53.4174232,53.7401009,54.209446,0.1173365,0.0586682,0.0586682,0.0293341,0,0.1173365,0.0880023,0.0293341,0.0293341,0,0
EMFWOR_CAMC1-08,0.5280141,0.49868,0.5280141,0.5280141,0.6746846,0.8213552,1.0853623,1.0560281,2.0533881,2.9040775,28.5420952,28.894104,29.4514523,29.334116,29.5101204,28.864769,28.894104,29.9794655,29.5981236,28.454092,27.3100624,46.8465843,46.4652405,45.9372253,46.0252266,45.8492241,46.3185692,46.1425629,44.8225288,45.2332077,45.3798752,45.6732178,0.0293341,0,0,0,0,0.0293341,0.0293341,0,0,0,0
EMFWOR_CAMC1-09,0.2346729,0.2933412,0.3226753,0.264007,0.3813435,0.4106776,0.5280141,0.49868,1.0266941,1.789381,25.5793495,25.9313583,26.2833672,26.0780296,26.3713703,26.1660309,26.4007034,27.5153999,27.1927242,26.5180397,25.4620132,46.641243,46.2598991,45.8492241,46.0252266,45.790554,45.8492241,45.5852165,44.3825188,44.7051926,44.8811951,45.1745377,0,0,0,0,0,0.0293341,0.0293341,0,0.0293341,0,0
EMFWOR_CAMC1-10,0.3226753,0.6453505,0.6453505,0.4693458,0.5866823,0.7040188,0.9386917,0.9386917,1.261367,1.9067175,27.3100624,27.8087406,27.7207394,27.5153999,28.01408,27.6034031,27.8674107,28.7180996,28.3367558,27.7794075,26.694046,42.3291283,41.7424469,41.5077744,41.7131119,41.3904381,41.6544456,41.2731018,40.2170715,40.5690804,40.8330879,41.2731018,0,0,0,0,0,0.0293341,0.0293341,0,0.0293341,0,0
EMFWOR_CAMC5-01,1.1146964,1.0560281,0.9680258,0.8506894,1.0853623,1.0853623,1.261367,1.2320329,1.261367,1.290701,48.3719559,48.9879723,49.3106499,48.899971,48.3426208,49.5453224,48.870636,48.0199471,47.3159294,46.1132278,45.4678802,26.7820473,26.3713703,26.1073627,26.6060429,27.2807274,25.8433552,26.5180397,27.1927242,27.9260788,29.0994434,29.7154598,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC5-02,0.8213552,0.7333529,0.762687,0.6453505,0.9386917,1.1146964,1.261367,1.3493693,1.4080375,1.4960399,45.8785553,46.699913,47.550602,47.4626007,47.2865944,48.8119698,48.6066284,48.2252846,47.6386032,46.8465843,46.377235400000004,21.5312405,20.8272228,20.0645351,20.1232033,20.416544,18.5978298,18.6271629,18.8618355,19.3605156,20.0938683,20.4752121,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC5-03,0.9093576,0.8800235,0.8506894,0.7040188,0.9386917,1.1733646,1.290701,1.261367,1.3200352,1.4080375,45.4972115,46.2892342,46.8465843,46.611908,46.4065704,47.9026108,47.550602,46.9052505,46.1718979,45.4092102,44.8811951,23.2912884,22.675272,22.1472569,22.4112644,22.7632732,21.0325603,21.1498966,21.6779118,22.4405975,23.1446171,23.5846291,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC5-04,0.7040188,0.7040188,0.7040188,0.6453505,1.0560281,1.3200352,1.4373716,1.4667058,1.5547081,1.7307128,43.9425049,44.7051926,45.2918739,45.1745377,44.9985352,46.4945717,46.0545616,45.5852165,45.1745377,44.5585213,44.0011749,17.4831333,16.8377819,16.2511005,16.3684368,16.6031094,14.6963921,14.8723965,15.2244062,15.6057491,16.1337643,16.5151062,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC5-05,0.5573482,0.5573482,0.5866823,0.5573482,0.9973599,1.290701,1.4667058,1.4960399,1.5547081,1.760047,42.0651207,42.6224709,43.3264885,43.2678223,43.1798172,44.5878563,44.3825188,44.3238487,43.8545036,43.3851585,42.8278084,20.005867,19.5071869,18.8031673,18.8325024,18.9498386,17.1017895,17.0137863,16.89645,17.336462,17.747139,18.0991497,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC5-06,0.4693458,0.4693458,0.5280141,0.5280141,0.7920211,0.9973599,1.1440305,1.2026987,1.3200352,1.4960399,38.3690224,38.9557037,39.7477264,39.7477264,39.7477264,41.331768,41.4197693,41.6837769,41.1557655,40.6277504,40.2464066,26.1366978,25.5793495,24.7873268,24.7286587,24.7286587,22.8806095,22.5872688,22.1765919,22.6166039,23.0272808,23.2619534,0,0,0,0,0,0,0,0,0.0293341,0.0293341,0
EMFWOR_CAMC5-07,0.2933412,0.2933412,0.3520094,0.3520094,0.6160164,0.7920211,0.9973599,1.0560281,1.1440305,1.3493693,39.4250526,39.8063965,40.2757416,40.4224129,40.1584053,41.5664406,41.5957756,41.9477844,41.4491043,40.891758,40.4517441,28.2194195,27.8674107,27.3980637,27.1927242,27.4567318,25.784687,25.5793495,25.0220013,25.4620132,25.9313583,26.1660309,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC5-08,0.2933412,0.3520094,0.4106776,0.4106776,0.6160164,0.8213552,0.9973599,1.0560281,1.1440305,1.290701,38.7210312,39.0143738,39.2490463,39.1903801,39.0437088,39.4837189,39.3663826,39.7770615,39.3663826,38.9263725,38.4276924,35.9342918,35.7289543,35.4356117,35.4356117,35.582283,34.9075966,34.8195953,34.232914,34.5849228,34.9662666,35.2889404,0,0,0,0,0,0.0293341,0.0293341,0.0293341,0.0293341,0,0.0293341
EMFWOR_CAMC5-09,0.3520094,0.5866823,0.6453505,0.6160164,0.6746846,0.9093576,1.1146964,1.1733646,1.261367,1.3200352,39.2490463,39.7477264,39.8063965,39.4543839,39.3957176,39.2197113,39.1903801,39.1317101,38.6330299,38.2810211,37.811676,37.6063347,37.2249908,36.9316521,37.2249908,37.3129959,37.4009972,37.1956596,37.0489883,37.4889984,37.782341,38.1636848,0,0,0,0,0,0.0293341,0.0293341,0.0293341,0.0293341,0,0.0293341
EMFWOR_CAMC5-10,0.49868,1.0266941,1.0266941,0.9386917,0.9973599,1.1733646,1.4667058,1.4960399,1.760047,1.9360516,37.8703423,38.6036949,38.3690224,38.1636848,38.1636848,37.5476685,37.577003499999996,37.3716621,36.902317,36.432972,35.6996193,36.6969795,35.9929581,35.6996193,35.9049568,35.9929581,36.4916382,36.2863007,36.2276344,36.6969795,36.902317,37.4303322,0,0,0,0,0,0.0586682,0.0586682,0.0293341,0,0,0.0293341
EMFWOR_CAMC6-01,0.7920211,0.8506894,0.8800235,0.7920211,1.0266941,1.3493693,1.4667058,1.6133764,1.5547081,1.6133764,39.2783813,39.8650627,40.0704002,39.982399,39.8650627,40.6864166,40.3637428,40.1290703,39.4250526,38.7797012,38.3103561,25.5793495,25.2860069,25.0220013,25.0806694,25.2860069,24.2006454,24.1419773,24.2593136,24.7873268,25.4913464,25.8726902,0.0586682,0,0,0,0,0.0293341,0.0880023,0.0880023,0.1173365,0.1173365,0.1466706
EMFWOR_CAMC6-02,0.9973599,1.0560281,1.1146964,1.0266941,1.2320329,1.4667058,1.5840422,1.7307128,1.7307128,1.8187152,40.7744217,41.1264305,41.2144318,41.0677605,40.8330879,41.4491043,41.1850967,40.9504242,40.1290703,39.1610451,38.2810211,28.0727482,27.9847469,27.8380756,27.9260788,28.2487526,27.3980637,27.3687305,27.4860668,28.1314163,29.1287766,29.8914642,0.1173365,0.0586682,0.0586682,0.0586682,0.0586682,0.0880023,0.1466706,0.1466706,0.1760047,0.1466706,0.1760047
EMFWOR_CAMC6-03,1.2026987,1.2320329,1.290701,1.2320329,1.5253741,1.760047,1.8480493,1.9653858,1.9653858,2.0533881,41.7424469,42.1531258,42.1237907,41.7424469,41.2731018,41.5957756,41.302433,41.0384293,40.0704002,38.8970375,37.782341,33.1768837,33.0008812,33.0008812,33.323555,33.851570100000004,33.2355537,33.2062187,33.35289,34.0862427,35.2596054,36.2569656,0.0293341,0,0,0,0,0,0.0880023,0.1173365,0.2346729,0.2346729,0.264007
EMFWOR_CAMC6-04,1.3787035,1.4373716,1.4960399,1.4960399,1.5547081,1.789381,1.9067175,1.9947199,2.1413903,2.1120563,43.8545036,44.0598412,43.9131699,43.4731598,42.7984734,43.0918159,42.7984734,42.4464645,41.6544456,40.4517441,39.3957176,31.8568497,31.8275146,31.9155178,32.2968597,32.9715462,32.5902023,32.5902023,32.8248749,33.4702263,34.5262527,35.552948,0,0,0,0,0,0.0293341,0.0880023,0.0880023,0.1466706,0.1466706,0.2053388
EMFWOR_CAMC6-05,1.261367,1.4960399,1.5253741,1.4667058,1.5253741,1.6427104,1.760047,1.789381,1.9360516,1.8480493,45.321209,45.790554,45.8492241,45.5265465,44.7638588,44.8225288,44.5878563,44.1771774,43.4438248,42.3877983,41.6837769,32.003521,31.7395134,31.4461727,31.7395134,32.5608673,32.414196,32.5315323,32.8248749,33.5288925,34.4382515,35.2009392,0,0,0,0,0,0.0293341,0.0293341,0.0293341,0.0293341,0.0293341,0.0586682
EMFWOR_CAMC6-06,1.1733646,1.3200352,1.3493693,1.290701,1.3200352,1.3200352,1.4080375,1.3200352,1.4667058,1.3787035,45.4678802,45.5558815,45.3798752,44.8811951,44.1185112,44.2945137,44.2065125,44.2358475,43.6198311,42.4757996,41.5957756,35.8462906,35.8462906,35.9049568,36.3743019,37.1956596,36.9903183,37.0196533,36.872982,37.5183334,38.4276924,39.3370476,0,0.0293341,0,0,0,0,0.0586682,0.0880023,0.1466706,0.2346729,0.2933412
EMFWOR_CAMC6-07,0.7920211,0.7920211,0.8506894,0.8506894,0.9680258,0.9680258,1.0853623,0.9973599,1.1440305,1.0853623,41.7717819,41.6544456,41.9771194,41.3904381,40.8037529,41.3904381,41.7131119,41.8011131,41.2437668,40.2757416,39.3370476,43.4438248,43.4731598,43.2384872,43.7958336,44.3825188,43.531826,43.0918159,42.7984734,43.2971535,44.0891762,44.9692001,0.0586682,0.1173365,0.0293341,0,0,0.1466706,0.264007,0.3520094,0.49868,0.5280141,0.6453505
EMFWOR_CAMC7-01,0.6160164,0.6453505,0.6160164,0.6746846,0.7040188,0.7920211,0.8213552,0.762687,0.7920211,0.762687,25.6086826,25.5500145,25.1980057,25.3153419,24.904665,25.1686707,25.4913464,25.6086826,25.3153419,24.2006454,23.995306,52.8014069,52.8894119,53.2414207,53.0654144,53.2414207,51.070694,51.0413628,50.8360214,51.129364,52.5080681,52.6547356,0.4693458,0.4400117,0.4106776,0.49868,0.6746846,2.552068,2.1707246,2.2293928,2.2880609,1.9947199,2.0827222
EMFWOR_CAMC7-02,0.5280141,0.5280141,0.5280141,0.5866823,0.5573482,0.6453505,0.7333529,0.6746846,0.6746846,0.6746846,24.2299786,24.2593136,24.2593136,24.3473167,24.0833092,24.6113224,25.2566738,25.7553539,25.4326782,24.904665,24.5233212,59.3135834,59.3135834,59.3722496,59.1962471,59.2255783,56.8495178,56.468174,55.7934875,56.0868301,56.9081841,57.2601929,0.49868,0.4693458,0.4106776,0.49868,0.6746846,2.552068,2.2000587,2.2880609,2.3760633,2.0827222,2.1120563
EMFWOR_CAMC7-03,0.2933412,0.3226753,0.3520094,0.3520094,0.3813435,0.49868,0.5866823,0.6160164,0.6453505,0.6160164,21.9712524,22.0299206,21.9419193,22.1472569,22.0005875,22.4992676,22.9979458,23.3499565,23.0566139,22.6166039,22.1765919,63.127018,63.0683479,63.2150192,62.8923454,62.8630104,60.5162811,60.2229385,59.6949234,59.8709297,60.5456161,61.1909637,0.5280141,0.49868,0.4106776,0.49868,0.6746846,2.4933999,2.1707246,2.2587268,2.3467293,2.0827222,1.9067175
EMFWOR_CAMC7-04,0.6160164,0.6160164,0.6746846,0.762687,0.7333529,0.9093576,1.0266941,1.0266941,1.0560281,1.0266941,19.5071869,19.7125263,19.8885307,20.0352001,19.9471989,20.9738922,21.8539162,22.23526,21.9712524,21.5605755,21.1205635,69.1698456,68.9645081,68.876503,68.5831604,68.3778229,65.3857422,64.6230545,64.036377,64.2123795,64.8577271,65.4737473,0.5280141,0.49868,0.4106776,0.49868,0.7040188,2.6987386,2.4053974,2.4933999,2.5814021,2.3173952,2.1707246
EMFWOR_CAMC7-05,0.7920211,0.762687,0.8213552,0.8800235,1.0266941,1.0853623,1.2026987,1.1733646,1.1440305,1.2026987,19.1845112,19.5365219,19.6245232,19.8298626,19.7125263,21.0032272,22.0299206,22.4112644,21.9125843,21.5312405,20.8272228,68.5244904,68.2311554,68.3484879,68.0258102,67.8498077,64.3590469,63.567028,62.9510117,63.3323555,63.9483719,64.7990646,0.6453505,0.6160164,0.4400117,0.49868,0.7333529,2.786741,2.4933999,2.6107364,2.7574069,2.552068,2.3467293
EMFWOR_CAMC7-06,1.0266941,0.9680258,0.9973599,1.0853623,1.3787035,1.4373716,1.5547081,1.5547081,1.5547081,1.6133764,18.4511585,18.7444992,18.8031673,18.8325024,18.7151661,20.0645351,21.1498966,21.3845711,20.7978878,20.416544,19.8005276,69.6685257,69.4631882,69.5511856,69.4925232,69.4045181,66.2364349,65.1510696,64.5350571,64.828392,65.4444122,66.0897598,0.49868,0.4106776,0.3226753,0.3226753,0.4400117,1.9653858,1.9067175,2.1707246,2.4640658,2.2293928,2.1413903
EMFWOR_CAMC7-07,1.0853623,1.0266941,1.0853623,1.1440305,1.4960399,1.5840422,1.6720446,1.6720446,1.6720446,1.7013787,21.5019073,21.5899086,21.5605755,21.5312405,21.5605755,22.675272,23.5259609,23.7313004,23.1739521,22.5579357,21.9419193,65.5324173,65.4444122,65.6497498,65.6790848,65.5324173,63.127018,62.1003227,61.5136414,61.7483139,62.422996500000004,63.0390129,0.4106776,0.4106776,0.2933412,0.2346729,0.2933412,1.2320329,1.3200352,1.6133764,1.9360516,1.8773834,1.8480493
EMFWOR_CAMC8-01,0.6453505,0.6160164,0.5280141,0.49868,0.5866823,0.6453505,0.5573482,0.5280141,0.5866823,0.5866823,36.6676445,36.5503082,36.3156357,35.7582855,35.2009392,35.4356117,35.2302742,34.7022591,33.6168976,32.3555298,31.7688465,51.3347015,51.6280441,51.9213829,52.449398,53.0360794,51.5107079,51.8333817,52.449398,53.4760933,54.3561172,54.7374611,0.6746846,0.6160164,0.5866823,0.7040188,0.7040188,1.9067175,1.7307128,1.7307128,1.8187152,2.1413903,2.3467293
EMFWOR_CAMC8-02,0.4693458,0.4693458,0.3520094,0.3226753,0.4106776,0.4400117,0.3520094,0.3813435,0.4106776,0.4400117,44.2358475,44.2065125,43.8545036,43.0038147,42.4171295,42.6811371,42.1531258,41.2437668,39.8357277,38.5743637,37.723671,45.2038727,45.4092102,45.8198891,46.7292442,47.3452644,45.9958916,46.611908,47.579937,48.870636,49.8386612,50.4546776,0.3813435,0.3226753,0.264007,0.3226753,0.3226753,1.3200352,1.2026987,1.2320329,1.3200352,1.5840422,1.789381
EMFWOR_CAMC8-03,0.4693458,0.4400117,0.3226753,0.2933412,0.3813435,0.4106776,0.264007,0.3226753,0.4106776,0.4106776,48.929306,48.6359634,48.4306259,47.4919319,46.9932518,47.2572594,46.611908,45.5852165,44.0891762,42.6224709,41.4491043,44.0305061,44.41185,44.6465225,45.7025528,46.2012329,45.350544,45.9665604,47.0812569,48.4306259,49.6333237,50.7773552,0,0,0,0,0.0293341,0.5280141,0.5280141,0.5866823,0.6746846,0.8506894,0.8800235
EMFWOR_CAMC8-04,0.6160164,0.6453505,0.5866823,0.5866823,0.5866823,0.6746846,0.5573482,0.6160164,0.7040188,0.7333529,48.6946335,48.5186272,48.2546196,47.4332657,46.7292442,47.0225868,46.2892342,45.0572014,43.561161,42.0944557,40.6864166,34.7902603,35.1129379,35.3476105,36.2276344,36.9316521,36.6383095,37.2836609,38.6330299,40.0704002,41.4491043,42.8278084,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC8-05,0.6160164,0.5866823,0.6453505,0.6746846,0.6453505,0.762687,0.7920211,0.8213552,0.8800235,0.8800235,49.5159874,49.3986511,49.2226448,48.3719559,47.3452644,47.550602,46.4652405,45.1158714,43.5904961,42.0357895,40.5984154,29.7447929,29.9501324,30.1554699,30.9474926,31.9448509,31.7688465,32.7368736,34.056907699999996,35.552948,37.0489883,38.4863586,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC8-06,0.8213552,0.762687,0.8213552,0.8213552,0.8506894,0.9680258,1.0560281,1.1146964,1.1146964,1.1440305,46.641243,46.5532417,46.5532417,46.0838966,45.0278664,45.4092102,44.3238487,43.2971535,42.182457,40.9797592,40.041069,26.5767078,26.7233791,26.7820473,27.1927242,28.2487526,27.8380756,28.8061008,29.7447929,30.8008213,32.003521,32.9128761,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC8-07,0.8213552,0.7920211,0.8506894,0.8213552,0.8506894,0.9386917,1.1440305,1.1440305,1.1440305,1.1733646,41.9477844,42.1237907,42.270462,42.0651207,41.331768,42.241127,41.6544456,40.9797592,40.2464066,39.2197113,38.5450287,27.6034031,27.5740681,27.4567318,27.6034031,28.3660889,27.4273987,27.9260788,28.3954239,29.1287766,30.1554699,30.8008213,0,0,0,0,0,0,0,0,0,0,0
EMFWOR_CAMC8-08,0.9973599,0.9680258,1.0266941,1.0266941,1.0560281,1.1440305,1.3200352,1.3493693,1.3493693,1.3787035,37.6356697,38.0756836,38.0756836,38.0463486,37.3716621,38.2223511,37.8410072,37.3129959,36.462307,35.494278,34.9662666,25.0806694,24.8166618,24.8459949,24.8166618,25.4913464,24.6113224,24.8459949,25.1980057,25.9900265,26.9873867,27.4567318,0.1173365,0.0586682,0.0586682,0.0586682,0.0586682,0.0586682,0.1173365,0.1173365,0.1466706,0.1173365,0.1466706
EMFWOR_CAMC8-09,0.9973599,0.9973599,1.0560281,1.1146964,1.1733646,1.3493693,1.5547081,1.6427104,1.6427104,1.7013787,31.7688465,32.3555298,32.3261948,32.414196,31.8861828,32.7662086,32.6488724,32.5022011,31.7981815,30.9474926,30.683485,24.6406574,24.2006454,24.2299786,24.0833092,24.5526543,23.6139622,23.4966259,23.4379578,23.995306,24.87533,25.0220013,0.1173365,0.0586682,0.0586682,0.0586682,0.0586682,0.0586682,0.1173365,0.1173365,0.1760047,0.1466706,0.2053388
EMFWOR_CAMC8-10,1.1733646,1.2026987,1.3200352,1.4373716,1.4960399,1.8187152,1.9653858,2.0240541,2.0240541,2.1707246,26.3127022,26.6353779,26.5180397,26.4300385,25.9900265,27.075388,26.9580517,26.8407154,26.3713703,25.5500145,25.2860069,30.0968018,29.8914642,29.9794655,29.9501324,30.2728081,29.1287766,28.864769,28.8354359,29.1874447,30.0381336,30.0968018,0.1173365,0.0586682,0.0586682,0.0586682,0.0586682,0.0586682,0.1173365,0.1173365,0.1760047,0.1466706,0.2053388
EMFWOR_CAMC9-07,0.3520094,0.3520094,0.264007,0.2346729,0.264007,0.2346729,0.2933412,0.2933412,0.2933412,0.2933412,47.2279243,46.9052505,46.0545616,44.7931938,43.9718399,42.5344658,42.0357895,40.8330879,39.0143738,37.9290123,36.4916382,50.220005,50.5720139,51.4227028,52.6547356,53.5640945,53.6520958,54.3561172,55.4708138,57.2015266,58.1402168,59.6069221,0.4106776,0.3813435,0.3813435,0.49868,0.4400117,1.760047,1.5840422,1.6133764,1.7013787,1.8480493,1.8187152
