Visit_ID,Species,Sex,Detection,Distance_class,Behavior,Time_left_min,Time_left_sec,Comments,Period
EMPAID_A06_2019-05-24,WHWO,M,A,50_150,C,6,0,"Called, flew in from E and foraged.",DU
EMPAID_A06_2019-05-24,WHWO,M,A,0_50,F FL,2,0,"Called, flew in from E and foraged.",DU
EMPAID_A01_2019-05-24,WHWO,U,A,50_150,C,4,0,WHWO seen en route near road.,DU
EMPAID_T09_2019-05-28,WHWO,U,A,ovr_150,C,4,0,Heard rattle,DU
EMPAID_DL03_2019-05-30,WHWO,U,A,50_150,C,0,30,Sapsucker,DU
EMPAID_1WS10_2019-05-31,WHWO,F,V,0_50,F,4,15,Flew in silently from direction of point 9,DU
EMPAID_1WS09_2019-05-31,WHWO,F,V,50_150,FL,2,30,I think this is the same bird from point 10,DU
EMPAID_1WS05_2019-05-31,WHWO,U,A,0_50,F,6,29,WHWO heard and seen before survey began. Quickly started.,DU
EMPAID_D04_2019-06-03,WHWO,M,A,ovr_150,C,3,30,"Rattle >150m, visual ~100m N did not come closer",DU
EMPAID_D04_2019-06-03,WHWO,M,V,50_150,P,0,20,"Rattle >150m, visual ~100m N did not come closer",DU
EMPAID_U05_2019-06-11,WHWO,M,A,0_50,C,0,30,"Male flew in from E, called flew to another tree and then away to SW.",DU
EMPAID_A07_2019-06-13,WHWO,M,V,0_50,F,1,46,"Male flew in silently, possibly from nest Jenna found.",DU
EMPAID_T01_2019-06-18,WHWO,U,A,50_150,D,4,20,"HAWO call to the W, fast and continuous drum to NE, neast searcher followed and confirmed WHWO.",DU
EMPAID_T05_2019-06-18,WHWO,F,A,50_150,F,2,20,"Foraging and rattle heard 100m SE, then female flew in from S.",DU
EMPAID_T06_2019-06-18,WHWO,M,V,0_50,F,3,0,"Male flew in silently from NE, landed 20m away and began to forage.",DU
EMPAID_1WS06_2019-06-19,WHWO,F,A,50_150,C,6,26,Rattle immediately >50m. Rattle within 50m @ 6:10. Heard female flew to pt. tree.,DU
EMPAID_1WS06_2019-06-19,WHWO,F,A,0_50,C,6,10,Rattle immediately >50m. Rattle within 50m @ 6:10. Heard female flew to pt. tree.,DU
EMPAID_1WS07_2019-06-19,WHWO,M,A,50_150,C,5,7,Male rattled.,DU
EMPAID_B03_2019-06-24,WHWO,M,V,50_150,FY,0,48,"Male went to nest to feed young, did not respond to point count but within 150m when flying to nest.",DU
EMPAID_B02_2019-06-24,WHWO,F,A,0_50,C,1,37,Female rattled and came to pt within 50m before returning to nest.,DU
EMPAID_N09_2019-06-26,WHWO,U,A,ovr_150,C,2,0,Distant rattle heard on grassy hill due NW.,DU
EMPAID_M07_2019-06-26,WHWO,F,A,50_150,C,2,10,Rattle 100m toward pt 8,DU
EMPAID_B03_2016-06-10,WHWO,U,A,ovr_150,C,,,Detected WHWO about 150m SE about 1 min after end of point,AF
EMPAID_D04_2016-06-24,WHWO,F,A,999,C,,,"Male WHWO flew from SE into P.C. tree, calling on the way.  Female could be heard after point count.",AF
EMMAOR_CLIFFC2-03_2017-06-14,WHWO,F,V,0_50,C,,,Female WHWO flew in from S (roughly) approx. 2 min after I terminated the survey.,AF
EMMAOR_CLIFFC2-06_2017-05-18,WHWO,F,V,999,FL,,,FL in after I stopped survey due to male w/in 50m,AF
EMMAOR_DUGC1-01_2017-05-25,WHWO,U,V,0_50,C FL,,,After survey. Downhill of old nest saw unk. WHWO call quietly and fly across hill from NE to SW down into gully. Followed,AF
EMMAOR_ELKT1-04_2017-05-11,WHWO,U,A,0_50,C FL,,,Heard 1 WHWO fly in and call immediately after survey at pt 4 finished. Approx. 286° from pt in fir tree ~17-20m away. Could not get visual. Suspect same bird as @ pt 5.,AF
EMMAOR_FLAGC1-01_2017-05-25,WHWO,U,A,ovr_150,C,,,Heard WHWO call before survey,BE
EMMAOR_FLAGC1-06_2017-06-19,WHWO,U,A,50_150,C,,,WHWO (likely different bird than mentioned above at pt 6) Heard calling after survey ~100m NE of pt 6. Likely WHWO pair found in this area from visit 1,AF
EMMAOR_FLAGC2-10_2017-06-16,WHWO,U,A,ovr_150,C,,,"0922 hrs. WHWO C heard to E of pt 10 ~150m after survey. What the heck, man.",AF
EMMAOR_MDC1-08_2017-06-01,WHWO,U,A,ovr_150,C,,,WHWO Call seconds after survey. ~ 150m S of pt,AF
EMMAOR_PAWT1-01_2017-06-13,WHWO,U,A,0_50,C,,,WHWO calling near pt 1. Didn't get visual. w/in 50 m S of pt.,BE
EMMAOR_PRONGC1-10_2017-05-25,WHWO,U,A,50_150,C,,,Heard WHWO calling within 150m roughly 4 min after survey termination while still stationed at exactly pt 10. Could not track down to confirm sex.,AF
EMMAOR_RATT1-10_2017-06-06,WHWO,M,V,0_50,D,,,Male WHWO seen ~ 50m from pt 10 drumming on snag after completion of suvey.Other half of pair for female seen at pt 10? *Nest from 2015 near pt 10 found to be occupied; almost certainly above pair.,AF
EMMAOR_RATT2-09_2017-06-20,WHWO,F,A,0_50,C,,,F WHWO came in after survey. Foraged and F N.,AF
EMMAOR_WOLFC1-07_2017-06-19,WHWO,F,V,0_50,P,,,V at 0834 WHWO female from WSW on bearing to ESE. At closest was 30m from pt 7. F likely came from nest (2015). I suspect that this was a different bird than heard during survey.,AF
EMMAOR_WOLFC2-09_2017-05-10,WHWO,U,A,0_50,C FL,,,After survey WHWO CA and FL @ 320° from pt. Probably same bird. SAD going to nest search.,AF
EMFWOR_CAMC3-04_2017-05-25,WHWO,M,A,ovr_150,D,,,Open scabland with juniper. Stand of tall PIPO 50-150m away. Sapsucker (A) 2:06 drummer 50-150. Heard fast continuous DR after point- confirmed to be WHWO approx 300m N of pt 4 in burned PIPO stand at 11:09,AF
EMFWOR_CAMC8-07_2017-05-25,WHWO,M,V,0_50,E,,,"Middle of expansive meadow, lots of snags. Female WHWO flew in , perched on aspen snag decay class 1, small knock/pecking. Then male popped out of nest! and flew to another nearby snag. M coded as after since survey ended when F flew in within 50m",AF
EMPAID_A10_2017-05-30,WHWO,U,A,999,C,,,"DR to SW approx 70m @ 427. Unable to ID. 0:20 F obs FL from tree <25m from pt.  Did not detect her arrival. Upon F departure, another WHWO rattled to the W. F departed N. Suspect nest in area",AF
EMPAID_T10_2017-05-26,WHWO,U,A,999,C D,,,"Heard WHWO to NE after PC, 1 rattle and 1 DR",AF
EMPAID_T09_2017-05-26,WHWO,U,A,50_150,C,,,Heard WHWO to NW 100m before PC,BE
EMPAID_M06_2017-06-30,WHWO,F,A,999,C,,,F WHWO CA to N post survey. Followed her FOR. Did not appear to be feeding FL or returning to cav tree,AF
EMFWOR_MUDT1-03_2018-05-16,WHWO,F,V,0_50,C F,,,"WHWO M flew into tree 33m to S; heard drum but visually ID after PC. Female WHWO flew in after PC, call/feeding then flew to WSW. Did not see male fly away.",AF
EMFWOR_CAMC3-09_2018-05-21,WHWO,F,V,0_50,D,,,WHWO flew in silently to Juniper. Later F showed up after PC drum while I packed. M drummed quietly on tallest snag to W ~20m. Did not call. Sweet talk w/ F.,AF
EMPAID_SF10_2018-05-22,WHWO,U,A,50_150,C,,,"WHWO called right before call point started, SE~70m; F HAWO also w/in 50m",BE
EMPAID_DL10_2018-05-23,WHWO,F,V,0_50,F,,,F WHWO foraging top of fir ~40 S/SW of pt10. Flew to S/SW,BE
EMPAID_E01_2018-05-29,WHWO,U,A,50_150,C,,,"M WHWO first detected between 20-100m at 330 deg N/NW drumming. Continued drumming E of stn after pc. Second WHWO heard calling (""rattling"") ~75m W of PC stn. HAWO also in area foraging.",AF
EMPAID_T01_2018-05-30,WHWO,F,V,50_150,F,,,WHWO (f unbanded) detected about 100-150m E of T-1. Followed for about 1.5hrs around area. Flew off too far at one point and was lost.,AF
EMPAID_B04_2018-07-02,WHWO,U,A,999,C FL,,,WHWO heard rattling after PC ended coming from W and seen flying S into dense forest; RNSA drum ~75m to N/NE open treated area,AF
EMFWOR_SWRC4-07_2019-05-23,WHWO,M,V,0_50,C,,,"V detection of M WHWO, 50m E from pt 7, No DR only CA",AF
EMFWOR_SWRC4-07_2019-05-23,WHWO,F,V,0_50,C,,,"V detection of F WHWO, 50m E from pt 7, No DR only CA",AF
EMMAOR_WOLFC2-08_2015-05-27,WHWO,M,A,0_50,D F,2,48,"Quiet DR @ 20m, then foraging, no calls, really noisy wingbeats",DU
EMMAOR_WOLFTB1-07_2014-06-02,WHWO,M,V,0_50,FL,1,13,,DU
EMMAOR_WOLFTB1-09_2015-05-19,WHWO,M,V,50_150,FL,3,8,"WHWO flew in silent along road, very soft DR on small PSME snag",DU
EMMAOR_WOLFTB1-09_2015-05-19,WHWO,M,A,0_50,D,2,42,"WHWO flew in silent along road, very soft DR on small PSME snag",DU
EMMAOR_WOLFTB1-10_2015-05-19,WHWO,M,V,50_150,FL,4,11,"WHWO male seen first - flew in from last point.  Female WHWO close by came in after, male began to forage and CA 1-3 times, soft drumming.",DU
EMMAOR_WOLFTB1-10_2015-05-19,WHWO,M,A,0_50,C,3,17,"WHWO male seen first - flew in from last point.  Female WHWO close by came in after, male began to forage and CA 1-3 times, soft drumming.",DU
EMMAOR_WOLFTB1-10_2015-05-19,WHWO,F,A,0_50,FL,3,17,"WHWO male seen first - flew in from last point.  Female WHWO close by came in after, male began to forage and CA 1-3 times, soft drumming.",DU
EMMAOR_WOLFTB2-02_2015-05-19,WHWO,M,A,0_50,C,3,1,WHWO male flew in and called.  2nd WHWO female also seen on same tree at same time.  About 1 min later both on same tree foraging,DU
EMMAOR_WOLFTB2-02_2015-05-19,WHWO,F,V,0_50,F,3,1,WHWO male flew in and called.  2nd WHWO female also seen on same tree at same time.  About 1 min later both on same tree foraging,DU
EMMAOR_WOLFTB2-03_2015-05-19,WHWO,U,A,50_150,D F,0,20,"Foraging heard during survey, WHWO calls heard just after end.  Possibly same bird from previous point.",DU
EMMAOR_WOLFTB4-09_2014-05-15,WHWO,M,V,0_50,p,2,58,Possible M from pt 10; another WHWO heard W of pt,DU
EMMAOR_WOLFTB4-10_2014-05-15,WHWO,M,V,0_50,p,1,54,,DU
EMMAOR_WOLFTB4-10_2014-06-17,WHWO,F,V,0_50,FL,3,51,F flew in from N,DU
EMMAOR_WOLFTB4-10_2016-05-26,WHWO,U,A,50_150,C,0,20,"WHWO rattle from SW across valley, perched in PIPO after point count was finished.  Probably female.",DU
EMPAID_1WS07_2013-05-13,WHWO,U,A,50_150,C,6,7,detection was only 1 short rattle ~140m NE,DU
EMPAID_1WS07_2013-05-13,WHWO,U,A,ovr_150,C,1,20,Heard 2nd short rattle ~160m ESE w/ 1:20 left,DU
EMPAID_A03_2012-05-10,WHWO,U,A,ovr_150,C,1,18,,DU
EMPAID_A06_2014-06-05,WHWO,U,A,50_150,C,1,0,"Heard rattle from E toward A07 maybe WHWO, no CA; Possible detection heard 2 pecks above me, moved to see and barely saw a black bird w/white moving before it flew WSW",DU
EMPAID_A07_2014-06-05,WHWO,U,A,50_150,C,6,15,"WHWO from WNW then off to N, at 0835 Fran sees F 100m S of A07",DU
EMPAID_A07_2014-06-05,WHWO,U,A,0_50,C,5,5,"WHWO from WNW then off to N, at 0835 Fran sees F 100m S of A07",DU
EMPAID_BR04_2013-06-13,WHWO,M,V,0_50,C,5,10,"WHWO flew right to PCT tree from S, ACA while flying; few sec later determined it a M, now FOR in PCT tree",DU
EMPAID_BR04_2013-07-03,WHWO,U,A,0_50,C,6,29,Heard WHWO CA OA; started Foxpro while WHWO still CA ~35m @249 deg in top of lrg live PIPO,DU
EMPAID_CU04_2013-06-07,WHWO,U,A,50_150,C,1,12,"Heard very soft WHWO contact CA ~135m downslope at nestsite NCU04A, walked down after PCT and obs WHWO poking head out CE OA, this soft CA probably not response to my playback",DU
EMPAID_CU05_2014-05-15,WHWO,U,A,50_150,C,0,29,WHWO ~125m to WNW (no visual),DU
EMPAID_CU07_2013-05-20,WHWO,U,A,50_150,C,3,58,"WHWO ~60m E, CA 50m S after PCT; light FOR ~50m W",DU
EMPAID_CU07_2013-06-07,WHWO,M,A,50_150,D F,6,20,"M WHWO DR ~90m NW in DT PIPO, stopped DR then preened",DU
EMPAID_CU08_2013-05-20,WHWO,U,A,50_150,C,2,40,WHWO ~100m NE DR/CA from snag on ridge; HAWO ~100m W,DU
EMPAID_CU08_2014-06-04,WHWO,M,V,50_150,C FL,5,29,"WHWO started >50m away, flew in closer",DU
EMPAID_CU08_2014-06-04,WHWO,M,V,0_50,C FL,5,15,"WHWO started >50m away, flew in closer",DU
EMPAID_CU09_2014-06-04,WHWO,M,V,0_50,D FL,2,53,"M WHWO 30m from PC, DR, flew S, a few minutes later going NE",DU
EMPAID_CU10_2013-05-20,WHWO,U,A,50_150,D,5,21,WHWO ~70m E; NOFL ~200m S,DU
EMPAID_CU10_2013-06-07,WHWO,U,A,50_150,C,3,24,Heard one quick WHWO rattle ~125m away; HAWO CA entire PCT w/in 50m; NOFL CA ~200m,DU
EMPAID_CU10_2013-06-26,WHWO,U,A,50_150,C D,6,0,"HAWO PR ACA/FBY, loud during count; Could still hear WHWO D (6 min), then CA (19 sec) from CT; WHWO ACA as I walked from PCT 10 to 9",DU
EMPAID_CU10_2015-06-04,WHWO,M,V,0_50,F FL,4,23,"WHWO came in from S, then flew off to the NW. Andrea followed him.",DU
EMPAID_CU10_2015-06-04,WHWO,M,V,50_150,FL,4,44,"WHWO came in from S, then flew off to the NW. Andrea followed him.",DU
EMPAID_CU09_2015-06-04,WHWO,M,V,0_50,FL,3,21,"WHWO came from N, flew off to the NE",DU
EMPAID_CU08_2015-06-04,WHWO,M,V,0_50,FL,2,18,Saw M WHWO at top of point tree. He then flew off to the NW. Very quiet!,DU
EMPAID_SF02_2015-06-05,WHWO,M,V,0_50,C FL P,4,25,"Good one, Don’t know where he (WHWO) came from, but flew SE towards existing nest",DU
EMPAID_S03_2015-06-08,WHWO,U,V,50_150,D,2,14,WHWO 150m S confirmed.,DU
EMPAID_T10_2015-06-09,WHWO,F,A,0_50,P,6,10,"WHWO responded immediately, stayed w/n 10m for 5 mins",DU
EMPAID_T04_2015-06-09,WHWO,M,V,0_50,P,0,15,"Seen WHWO perched on snag 10m E at pt4, no sounds!",DU
EMPAID_DL06_2015-06-11,WHWO,U,A,0_50,FL,6,7,"WHWO flew in from NW, headed SE",DU
EMPAID_M06_2015-06-12,WHWO,M,V,0_50,FL,3,24,"Came across M WHWO on way to pt6, he headed towards pt 6 as well - 10:07 am flushed F from CE, M flew in from E 2 mins later, Ads banded",DU
EMPAID_K10_2015-06-15,WHWO,M,V,50_150,FL,1,44,"WHWO flew off towards NNW, followed him for about 15 mins but lost him.",DU
EMPAID_U05_2015-06-17,WHWO,F,V,50_150,C,4,19,"WHWO detected, followed F to SE - possible nest located",DU
EMPAID_CU05_2015-06-18,WHWO,U,A,0_50,C,6,20,"Immediate WHWO detection, sex not confirmed",DU
EMPAID_CU06_2015-06-18,WHWO,U,A,50_150,C,3,50,"WHWO rattling behind tree line, sex not confirmed",DU
EMPAID_CU10_2015-06-18,WHWO,M,A,0_50,D,4,20,"Detected WHWO before, during, and after cound at pt",DU
EMPAID_2WS08_2015-06-22,WHWO,U,A,0_50,D,3,1,WHWO DR followed by rattle ~50m NW of pt 8,DU
EMPAID_LC05_2015-06-23,WHWO,U,A,50_150,C,3,5,"2 more sets of unconfirmed DR - NOFL or HAWO expected, 1 WHWO rattle in direction of creek",DU
EMPAID_D07_2015-06-24,WHWO,F,V,0_50,P,3,7,"WHWO obs during count ~25m uphill in tree, obs again after broadcast, perched down by rd, no bands, no DR CA",DU
EMPAID_D04_2015-06-24,WHWO,F,V,0_50,P,5,19,"WHWO flew in from south, perched on snag 30m S of pt 4",DU
EMPAID_M06_2015-06-25,WHWO,U,A,50_150,FL,0,48,"WHWO rattle and DR in direction of NWRF-M06A, flew in closer ~100m",DU
EMPAID_L08_2015-06-26,WHWO,M,A,0_50,C,6,17,"WHWO V & A before broadcast w/n 50m, M ~15m CA NNW of pt 8",DU
EMPAID_U05_2015-07-01,WHWO,U,A,50_150,C,4,21,"WHWO DR and rattle ~75m SE of pt 5, didn't come closer",DU
EMPAID_M06_2015-06-25,WHWO,U,A,ovr_150,C D FL,1,43,"WHWO rattle and DR in direction of NWRF-M06A, flew in closer ~100m",DU
EMPAID_R10_2016-05-18,WHWO,F,A,0_50,C,0,5,Female WHWO flew in right @ end and immediately left,DU
EMPAID_LC05_2016-05-19,WHWO,U,A,50_150,C,6,0,WHWO calling from trees near W road; calling from east after count,DU
EMPAID_LC05_2016-05-19,WHWO,U,A,ovr_150,C,4,22,WHWO calling from trees near W road; calling from east after count,DU
EMPAID_LC04_2016-05-19,WHWO,F,V,0_50,FL,4,7,Female WHWO flew over road to valley just beyond stream,DU
EMPAID_LC04_2016-05-19,WHWO,F,A,ovr_150,C,6,9,Female WHWO flew over road to valley just beyond stream,DU
EMPAID_D05_2016-05-23,WHWO,U,V,50_150,FL,0,32,"WHWO observed approx. 170 degrees and 53m from D5.  No audible detections, stayed 5 sec and departed.",DU
EMPAID_A06_2016-05-24,WHWO,U,A,50_150,C,3,53,"Heard from NW, (2nd) unconfirmed WP DR near same area, more north",DU
EMPAID_T10_2016-05-25,WHWO,M,A,50_150,D F,5,5,5:05 multiple drumming @ 320 degrees.  WHWO was 63m away.  3:20 knocking in same direction. 0:10 departed snag.  Heard WHWO calling directly behind T-10 in drainage area immediately following survey.,DU
EMPAID_T06_2016-05-25,WHWO,M,A,0_50,C,5,20,"Observed female fly in, on landing, male went vocal with agitated calls, both chattered. 4:53 PIWO arrived in same tree.  Did not detect male arrival.  Female came in from NW approximately 240 degrees.",DU
EMPAID_T06_2016-05-25,WHWO,F,V,0_50,C FL,5,20,"Observed female fly in, on landing, male went vocal with agitated calls, both chattered. 4:53 PIWO arrived in same tree.  Did not detect male arrival.  Female came in from NW approximately 240 degrees.",DU
EMPAID_SF05_2016-05-25,WHWO,M,A,0_50,D,2,45,Male WHWO flew into point count tree and began drumming; 1-3 year fresh harvest of medium to large trees.  WHWO heard calling en route to point 6 @ 11T 0550675 4958122 flying from SW to N,DU
EMPAID_L08_2016-05-26,WHWO,U,A,50_150,C,3,11,,DU
EMPAID_M06_2016-05-26,WHWO,U,A,50_150,C,0,37,"Multiple birds sighted adjacent to M-6 prior to survey.  Previous WHWO observed while en route were not seen during survey, but did get auditory feedback, sightings just after survey.",DU
EMPAID_M07_2016-05-26,WHWO,F,V,0_50,FL,3,19,"Female WHWO flew in from N, landed atop PIPO, shortly flew into 25m, continued to fly tree to tree for 2 min more.",DU
EMPAID_M07_2016-05-26,WHWO,F,V,50_150,FL,3,25,"Female WHWO flew in from N, landed atop PIPO, shortly flew into 25m, continued to fly tree to tree for 2 min more.",DU
EMPAID_2WS04_2016-05-27,WHWO,U,A,0_50,C,4,22,Calling heard from PSME 29m away.  Unable to make visual contact. DR heard from direction of PSME mentioned in Pt 4 during departure from site. Possible WHWO CA during arrival to pt 5 - 50m away in PIPO (chatter/aggrivated CA),DU
EMPAID_2WS09_2016-05-27,WHWO,M,V,0_50,D FL,4,37,"Male WHWO flew in silently, flew to 2nd tree, drummed and continued to move tree to tree and drum.  Came in from 250 degrees.",DU
EMPAID_2WS10_2016-05-27,WHWO,F,A,50_150,D,3,54,"3:54 drumming heard approximately 80m away due N.  Scanned fir and observed female drumming at top of tree.  Drumming was very frequent, repeating many times.  NOFL arrived and drumming continued.  Departed view @ 0:34.",DU
EMPAID_R08_2016-06-01,WHWO,U,A,50_150,C,1,19,"1:19 WHWO called while departing, unable to sex 61m due north of point.  WHWO departed to west, across field.",DU
EMPAID_U05_2016-06-02,WHWO,U,V,0_50,FL,0,30,"WHWO flew in from SE, didn't see it land but heard call twice.  HAWO calling same area.",DU
EMPAID_CU05_2016-06-06,WHWO,F,V,0_50,FL P,2,1,"WHWO before point count; during point count perched then flew to point tree. Did not forage, flew in from NW of pt",DU
EMPAID_CU05_2016-06-06,WHWO,F,V,50_150,P,5,5,"WHWO before point count; during point count perched then flew to point tree. Did not forage, flew in from NW of pt",DU
EMPAID_D10_2016-06-08,WHWO,U,A,0_50,FL,0,40,"Both burning and harvest signs; WHWO flew in CA from SE, went NW",DU
EMPAID_A06_2016-06-09,WHWO,F,A,0_50,D FL,4,50,WHWO flew in from SE and began drumming,DU
EMPAID_T02_2016-06-09,WHWO,M,V,50_150,C,0,30,"HAWO rattling from S, WHWO heard about 140m SW of point",DU
EMPAID_T05_2016-06-09,WHWO,U,A,ovr_150,C,2,0,"WHWO heard >150m east, one rattle",DU
EMPAID_T06_2016-06-09,WHWO,F,A,0_50,C FL,4,45,WHWO flew in from W and called.  Male appeared immediately after.,DU
EMPAID_T06_2016-06-09,WHWO,M,A,0_50,C FL,4,45,WHWO flew in from W and called.  Male appeared immediately after.,DU
EMPAID_SF08_2016-06-13,WHWO,M,V,0_50,F FL,0,10,"Bird flew in and began foraging, never called or drummed",DU
EMPAID_N06_2016-06-10,WHWO,U,V,0_50,FL,4,10,"4:10 WHWO flew within 10m from the east, made visual ID of spp, then WHWO departed to south, did not sex",DU
EMPAID_N02_2016-06-10,WHWO,U,A,50_150,C,1,2,"1:02 WHWO call heard to east, bird flew west, top of dead tree then continued west behind tree cover, unable to sex.",DU
EMPAID_M06_2016-06-13,WHWO,F,A,50_150,C,5,0,"Female WHWO flew in from SW, calling, came within 50m and began tapping in several trees",DU
EMPAID_M06_2016-06-13,WHWO,F,A,0_50,C FL,3,38,"Female WHWO flew in from SW, calling, came within 50m and began tapping in several trees",DU
EMPAID_R10_2016-06-17,WHWO,U,A,0_50,C,6,29,"WHWO detected before and during count; HAWO calling and drumming at same time, OA 50m",DU
EMPAID_DL07_2016-06-21,WHWO,F,A,50_150,D,6,0,"6:00 drumming to NE heard.  Relocated, visually confirmed female WHWO on snag 20m E of 11T 529960 4980732.  WHWO departed to the north after repeated drumming.  Lost in thick canopy cover.",DU
EMPAID_E02_2016-06-21,WHWO,U,A,50_150,C D,3,0,"Heard (WHWO) about 100m west of point, heard ""sweet talk"" then intermittent drumming.  Did not get visual later silent.",DU
EMPAID_K01_2016-06-22,WHWO,M,A,0_50,D FL,2,20,NOFL calling; WHWO flew in from N to drum then forage,DU
EMPAID_K01_2016-06-22,WHWO,M,A,50_150,D F,3,0,NOFL calling; WHWO flew in from N to drum then forage,DU
EMPAID_CU08_2016-06-23,WHWO,F,A,0_50,C,4,21,"Treated area? Area looked thinned/burned, perhaps previous treatment. 4:38 WHWO calls heard to W, 4:21 WHWO female visual on snag <50m",DU
EMPAID_CU08_2016-06-23,WHWO,F,V,50_150,C P,4,38,"Treated area? Area looked thinned/burned, perhaps previous treatment. 4:38 WHWO calls heard to W, 4:21 WHWO female visual on snag <50m",DU
EMPAID_CU05_2016-06-23,WHWO,U,A,50_150,C,1,43,"Open areas with some snags present, young/thick downslope. 1:43 WHWO calls heard from nearby nest.",DU
EMMAOR_UPCA1-06_2017-06-07,WHWO,U,A,50_150,C,0,13,WHWO call just before end of survey. Brief drumming after survey. N of pt.,DU
EMMAOR_UPCA1-06_2017-06-27,WHWO,F,V,0_50,D,0,52,HAWO to SE. WHWO flew in silently to SE. Visual and Drumming  at 26m,DU
EMMAOR_UPCA1-10_2017-06-07,WHWO,M,A,50_150,D,3,41,Drumming ~ 100m W of pt. Nest searcher confirmed Male WHWO,DU
EMMAOR_UPCB1-01_2017-06-26,WHWO,M,V,0_50,FL,3,0,Male WHWO flew in from E,DU
EMMAOR_UPCB1-07_2017-06-26,WHWO,M,V,0_50,C,4,0,Male WHWO flew in from direction of NUPCB1-07A,DU
EMMAOR_WOLFC1-01_2017-06-19,WHWO,M,V,0_50,FL,2,8,WHWO flew in silently and landed on marked tree/0m. Followed NE to resume nest search.,DU
EMMAOR_WOLFC1-03_2017-06-19,WHWO,U,A,50_150,F FL,1,19,Foraging pecks to ESE at 119° at 44m. Confirmed WHWO but unable to determine sex. Flew to NW.,DU
EMMAOR_WOLFC1-04_2017-06-19,WHWO,F,V,0_50,F FL,0,56,"Flew in silently and landed in tree to SSW at 16m. Foraged for a few min after survey, made one C and left to the W.",DU
EMMAOR_WOLFC1-04_2017-06-19,WHWO,M,V,0_50,FL,0,56,"Flew in silently seconds after F and landed in tree to NW at 43m. Shortly after flew off to W. Pair was on a bearing to NW after approach,",DU
EMMAOR_WOLFC1-07_2017-05-24,WHWO,M,A,0_50,P,0,30,"Heard foraging pecks at 30sec remaining coming from nearby juniper (20m from BT ~ to the N of BT). After survey was able to confirm visually that it was a male WHWO responsible. He flew away, streamline, soon after.",DU
EMMAOR_WOLFC1-07_2017-06-19,WHWO,U,A,ovr_150,C,1,26,HAWO D and C near pt.NOFL near pt. WHWO C heard to SW at  >170m-down hill and up other side of drainage past tree line.,DU
