Visit_ID,Species,Sex,Detection,Distance_class,Behavior,Time_left_min,Time_left_sec,Comments,Period
EMMAOR_PRONGC2-04_2017-05-24,WHWO,U,A,50_150,C,2,26,WHWO rattle ~ 100m out @ 211° of pt.,DU
EMMAOR_RATT1-01_2017-06-06,WHWO,U,A,0_50,C,2,43,"WHWO flew in < 50m away from BT calling repeatedly. DR. Left quickly and flew through forest in S direction, still calling",DU
EMMAOR_RATT1-02_2017-06-06,WHWO,M,V,50_150,D,2,0,"Possible same bird as above at pt 1. Flew in <50m away, silent. DR on nearby snag (No CTs)Very aggressive, exigent energy.",DU
EMMAOR_RATT1-02_2017-06-06,WHWO,M,V,0_50,D,1,15,"Possible same bird as above at pt 1. Flew in <50m away, silent. DR on nearby snag (No CTs)Very aggressive, exigent energy.",DU
EMMAOR_RATT1-02_2017-06-22,WHWO,M,A,0_50,C,3,10,Call to N at 31m. Flew in shortly after at 16m and confirmed sex.,DU
EMMAOR_RATT1-09_2017-06-22,WHWO,U,A,50_150,C,2,25,Call heard to NW. Could not locate. Suspect that this is a different bird from pt 10,DU
EMMAOR_RATT1-10_2017-06-06,WHWO,F,A,0_50,D,4,0,"Consistant drum heard w/in 50m of pt with 4 min remaining. Female WHWO confirmed to DR. Continued drumming 10min past survey. Lots of Juniper, clearing and cavities to be explored around this point.",DU
EMMAOR_RATT1-10_2017-06-22,WHWO,M,A,50_150,C D,1,26,Drum to NNE at ~ 100m followed by calls. Drums continued after visual on female WHWO. Confirmed sex after survey.,DU
EMMAOR_RATT1-10_2017-06-22,WHWO,F,V,0_50,C D,1,1,"Flew in to N at 36m. Called and drummed, began foraging after survey with occasional drums.",DU
EMMAOR_RATT2-03_2017-05-30,WHWO,U,A,50_150,C,3,21,Heard WHWO NNW at about 60-80m. Spotted a HAWO at 50m N. Heard WHWO again after survey in similar location to original call,DU
EMMAOR_RATT2-09_2017-05-30,WHWO,U,A,50_150,C,1,52,Unconfirmed foraging pecks to E ~ 40m. Call heard in N ~ 70-100m,DU
EMMAOR_RATT2-10_2017-05-30,WHWO,M,V,0_50,FL,2,45,"Flew in silently, visual immediately, 10m to N. Additional foraging pecks heard nearby, confirmed species/sex-NSM on the nest search",DU
EMMAOR_SAGEC1-01_2017-06-21,WHWO,M,V,0_50,F,4,30,Before survey @ pt 1. Male foraging and CA briefly @pt 1,DU
EMMAOR_SAGEC1-03_2017-06-21,WHWO,U,A,50_150,C,3,5,WHWO CA heard ~ 100-150m E of pt,DU
EMMAOR_SAGEC1-04_2017-06-05,WHWO,U,A,50_150,C,2,24,"Calling intermittently from E of point, not seen. Also heard tanager",DU
EMMAOR_SAGEC1-05_2017-06-05,WHWO,U,A,ovr_150,C,0,32,Possible HAWO or DOWO between pts 4 and 5. Call heard 2x far to S. Very quiet,DU
EMMAOR_SAGEC1-09_2017-06-05,WHWO,F,A,0_50,C,1,23,Churr call from live PIPO 24m away. Flew overhead to E (slightly S).,DU
EMMAOR_UPCA1-03_2017-06-07,WHWO,F,V,0_50,F,2,10,WHWO called and flew onto nearby snag. Flew in just NE of point.,DU
EMMAOR_UPCA1-04_2017-06-27,WHWO,M,V,0_50,C,4,25,Same male as found by likely nest. Flew in at 25m.,DU
EMMAOR_UPCA1-05_2017-06-07,WHWO,U,A,50_150,D,2,30,"WHWO call and drumming, Heard just S of pt. Possibly same BIRD from last pt. 2 DR heard",DU
EMMAOR_UPCA1-05_2017-06-27,WHWO,M,A,0_50,C,1,50,"Drum to SW @ 406 @ ~ 75m- different bird than below- continued drumming (nest in that direction) WHWO CA to ESE at  ~ 40m. Confirm sex- Male. Also, BBWO to NE",DU
EMMAOR_PRONGC2-06_2015-06-02,WHWO,M,A,0_50,D FL,2,30,WHWO male came in from NNE,DU
EMMAOR_PRONGC2-07_2015-06-02,WHWO,U,A,ovr_150,C,0,4,"WHWO CA to N, probably WHWO from pt 8",DU
EMMAOR_PRONGC2-08_2015-06-02,WHWO,M,V,0_50,FL,2,30,Male WHWO flew in from SE,DU
EMMAOR_PRONGC2-10_2014-05-27,WHWO,U,A,50_150,C,2,42,WHWO CA from W then flew E 70m S of pt ct station after survey,DU
EMMAOR_RATT1-01_2014-06-06,WHWO,M,V,0_50,FL,2,20,"WHWO M heard DR initially during survey, then visually obs M ~25m NW of pt DR on broken snag",DU
EMMAOR_RATT1-02_2014-05-13,WHWO,U,A,0_50,C,2,0,Heard CA from NW of pt tree,DU
EMMAOR_RATT1-02_2014-05-13,WHWO,M,V,0_50,FL,2,2,"M WHWO obs flying onto DT JUOC, began DR to N, flew in from NW, then closer after survey",DU
EMMAOR_RATT1-03_2015-05-27,WHWO,M,V,0_50,D FL,2,32,"Male WHWO flew in silent within 50m, began to DR",DU
EMMAOR_RATT1-03_2015-06-25,WHWO,M,V,0_50,D P,1,58,"Male WHWO landed on snag 15m from point, drummed.  Also calls to N.",DU
EMMAOR_RATT1-06_2016-06-09,WHWO,F,A,0_50,F,1,40,WHWO F Drum after detection.,DU
EMMAOR_RATT1-07_2014-05-13,WHWO,F,V,0_50,FL,4,20,F WHWO (CA before survey) flew in within 10 sec CA,DU
EMMAOR_RATT1-07_2015-06-25,WHWO,M,A,0_50,C F FL,4,16,"Male WHWO calling/foraging; drummed and flew to S, after a few min later heard 2 WHWO CA close from W",DU
EMMAOR_RATT1-07_2016-06-09,WHWO,F,A,50_150,D,3,0,Heard DR.  Found and ID bird as F WHWO,DU
EMMAOR_RATT1-07_2016-06-09,WHWO,F,A,0_50,D,2,35,Heard DR.  Found and ID bird as F WHWO,DU
EMMAOR_RATT1-07_2016-06-30,WHWO,M,V,0_50,C FL,1,30,"Male present before pt ct started, flew to 50m @ 3 min.  Left area immediately after that.",DU
EMMAOR_RATT1-08_2014-05-13,WHWO,M,A,0_50,C,3,40,"M WHWO flew in close along with F WHWO; F was silent at first obs; both flew together NW, both flew in from E",DU
EMMAOR_RATT1-08_2014-05-13,WHWO,F,A,0_50,C,3,40,"M WHWO flew in close along with F WHWO; F was silent at first obs; both flew together NW, both flew in from E",DU
EMMAOR_RATT1-09_2014-06-06,WHWO,M,V,0_50,FL,2,56,Obs WHWO ~25m fly by pt and land on PIPO ~50m N of pt; obs M ~5m NE of pt after survey; possibly same M from pt 10?,DU
EMMAOR_RATT1-10_2014-06-06,WHWO,M,V,0_50,P,3,13,"Observed M WHWO PE on JUOC ~10m W of pt, AGA DR behavior",DU
EMMAOR_RATT1-10_2016-06-09,WHWO,F,A,50_150,D,2,30,F WHWO stayed >50m DR,DU
EMMAOR_RATT1-10_2016-06-30,WHWO,U,A,50_150,D,1,0,DR nearby @ 4:00.  Confirmed WHWO when it called after pt ct.  Later confirmed bird is from active nest near pt 10,DU
EMMAOR_RATT2-09_2016-05-25,WHWO,F,A,0_50,D FL P,1,25,"NOFL CA in distance.  WHWO DR on PIPO snag 32m from pt 9, flew and perched above me",DU
EMMAOR_RATT2-10_2014-06-16,WHWO,U,A,50_150,C,0,30,"WHWO CA N of pt 10 in clearing, ~heard CA NE en route to pt 9",DU
EMMAOR_RATT2-10_2015-05-19,WHWO,M,A,ovr_150,D,4,3,"WHWO DR before survey start, Male flew in, another was DR 50m SE - suspect female.",DU
EMMAOR_RATT2-10_2015-05-19,WHWO,M,A,50_150,D FL,3,20,"WHWO DR before survey start, Male flew in, another was DR 50m SE - suspect female.",DU
EMMAOR_RATT2-10_2015-05-19,WHWO,U,A,0_50,D,1,8,"WHWO DR before survey start, Male flew in, another was DR 50m SE - suspect female.",DU
EMMAOR_RATT2-10_2016-05-25,WHWO,U,A,50_150,C,2,21,WHWO rattle from N approx 75m away,DU
EMMAOR_SAGEC1-01_2015-05-26,WHWO,M,V,0_50,P,2,48,"Flew in quiet from W, perched for a minute, flew off W",DU
EMMAOR_SAGEC1-02_2016-06-29,WHWO,M,V,0_50,D,2,5,WHWO male flew into P2 @ 2:05.  Drummed on live PIPO 2 mins.  Departed.,DU
EMMAOR_SAGEC1-03_2014-06-24,WHWO,U,A,50_150,C,4,25,"WHWO CA E of pt 3, too far to ID sex",DU
EMMAOR_SAGEC1-03_2015-05-26,WHWO,M,V,0_50,F,2,27,Flew in quiet again,DU
EMMAOR_SAGEC1-04_2015-05-26,WHWO,M,V,0_50,F,4,11,"Heard a chirp before survey start, didn't call once survey started.  Flew in quiet.  Probably same bird as 3.",DU
EMMAOR_SAGEC1-09_2014-06-24,WHWO,U,A,50_150,C,4,22,WHWO CA and DR from SW,DU
EMMAOR_SAGEC1-10_2014-05-22,WHWO,M,V,0_50,P,2,20,"WHWO 1st seen on PIPO snag 60m SE from pt, then flew right in to pt count tree; M BBWO obs on live PIPO 85m SE after count; both M FOR together in live pipo within inches of each other",DU
EMMAOR_SAGEC1-10_2014-05-22,WHWO,M,V,50_150,P,3,0,"WHWO 1st seen on PIPO snag 60m SE from pt, then flew right in to pt count tree; M BBWO obs on live PIPO 85m SE after count; both M FOR together in live pipo within inches of each other",DU
EMMAOR_SAGEC1-10_2014-06-24,WHWO,F,V,0_50,P,4,19,"WHWO F flew in silent; found Cav 74m E of pt 10 before survey, M/F both present; M food delivery @ 0845",DU
EMMAOR_UPCA1-02_2015-06-25,WHWO,M,A,0_50,P,3,41,"Heard its wings as it flew in.  Never called or foraged, just hopped tree to tree.",DU
EMMAOR_UPCA1-03_2015-06-25,WHWO,F,A,50_150,F,4,26,"Walked by female and male near cavity on way to pt 3.  Heard foraging at survey start, bird never came closer.  Went to confirm WHWO female foraging",DU
EMMAOR_UPCA1-06_2015-05-28,WHWO,M,V,0_50,F FL,1,56,Male flew in from E and foraged,DU
EMMAOR_UPCB1-01_2015-06-24,WHWO,F,V,0_50,FL,2,45,Female WHWO flew in quietly from NE,DU
EMMAOR_UPCB1-03_2015-05-27,WHWO,F,A,0_50,FL,4,5,"Heard fly in and then saw, male flew in w 2:50 left, WHWO DR E of pt 3 before survey",DU
EMMAOR_UPCB1-03_2015-05-27,WHWO,M,V,0_50,FL,2,50,"Heard fly in and then saw, male flew in w 2:50 left, WHWO DR E of pt 3 before survey",DU
EMMAOR_UPCB1-08_2015-06-24,WHWO,F,V,0_50,FL,3,48,Female WHWO flew in from NNW silently.  Foraged for ~5min then flew back NNW,DU
EMMAOR_WOLFC1-04_2014-05-06,WHWO,U,A,ovr_150,C,999,999,missing time remaining,DU
EMMAOR_WOLFC1-06_2014-05-06,WHWO,U,A,50_150,C,999,999,"Possible previous individual as pt 7 & 8, missing time remaining",DU
EMMAOR_WOLFC1-06_2015-06-30,WHWO,F,A,0_50,C,2,15,Female WHWO flew in rattling from SE,DU
EMMAOR_WOLFC1-07_2014-05-06,WHWO,F,A,0_50,C,3,47,M WHWO spotted N of pt,DU
EMMAOR_WOLFC1-07_2015-06-03,WHWO,M,A,50_150,D,2,41,"Male WHWO flew W to CT NWOLFC1-07A, JUOC visible from pt 7, CE faces NW",DU
EMMAOR_WOLFC1-07_2015-06-03,WHWO,M,A,0_50,D,1,32,"Male WHWO flew W to CT NWOLFC1-07A, JUOC visible from pt 7, CE faces NW",DU
EMMAOR_WOLFC1-07_2015-06-30,WHWO,U,V,0_50,FL,0,12,Unk WHWO flew from NE towards nest WOLFC1-07A,DU
EMMAOR_WOLFC1-08_2014-05-06,WHWO,U,A,50_150,C,3,10,,DU
EMMAOR_WOLFC1-09_2015-06-30,WHWO,U,V,0_50,FL,3,0,UNK WHWO flew in from E,DU
EMMAOR_WOLFC1-10_2014-05-06,WHWO,U,A,ovr_150,C,2,55,,DU
EMMAOR_WOLFC1-10_2014-06-04,WHWO,U,V,0_50,FL,3,3,,DU
EMMAOR_CLIFFC1-06_2014-05-12,WHWO,U,A,0_50,FL,,,Detected WHWO flyover visually before pt count ~ 5 secs; heard WHWO during pt count; sapsucker in area as well; 2 lrg snags 35m SE; no detection WHWO during count,BE
EMMAOR_CLIFFC2-06_2014-05-21,WHWO,U,A,999,C,,,"WHWO CA W of pt tree 2 min after survey, en route M WHWO",AF
EMMAOR_CUBT2-09_2014-05-07,WHWO,P,A,ovr_150,C,,,2 WHWOs before survey to N >150m,BE
EMMAOR_CUBT2-10_2016-05-31,WHWO,U,A,50_150,C,,,Heard WHWO >100m before survey.  Unk drumming. Bird flew in after survey.,BE
EMMAOR_DUGC1-05_2014-06-02,WHWO,U,A,0_50,F,,,Visual of FOR F on PIPO 20m W of Pt after pt count,AF
EMMAOR_DUGC1-08_2014-06-02,WHWO,U,A,0_50,C,,,WHWO heard CA w/in 50m SW of pt ~ 3 min after pt count,AF
EMMAOR_ELKT2-01_2014-06-30,WHWO,U,A,999,C,,,WHWO CA heard ~2 min after survey NNW of pt,AF
EMMAOR_ELKT2-04_2014-05-29,WHWO,U,A,999,C,,,HAWO M 1:36; after survey WHWO CA from E,AF
EMMAOR_ELKT2-04_2016-05-23,WHWO,U,A,999,C,,,WHWO heard CA from N after.,AF
EMMAOR_FLAGC1-01_2014-06-18,WHWO,U,A,999,C,,,WHWO CA heard NE of pt after survey,AF
EMMAOR_FLAGC1-01_2016-05-19,WHWO,U,A,50_150,C,,,Pre-broadcast - detected WHWO CA 100+m due N.  Searched area after broadcast ended.,BE
EMMAOR_FLAGC1-04_2014-06-18,WHWO,U,A,999,C,,,WHWO CA possibly heard before survey,BE
EMMAOR_FLAGC1-06_2016-06-06,WHWO,U,A,50_150,C,,,Just after time WHWO call >50m to south of tree 6,AF
EMMAOR_FLAGC1-09_2015-05-13,WHWO,M,V,0_50,FL,,,WHWO male flew in within 50m at 8:40,AF
EMMAOR_FLAGC2-10_2015-05-13,WHWO,M,V,999,F FL,,,Male WHWO flew in silent from S after survey.  Began foraging.,AF
EMMAOR_MDC2-01_2014-06-24,WHWO,F,V,50_150,P,,,45 sec - 1 min after survey F WHWO silently flew in and PE 20 m W of pt cnt tree,AF
EMMAOR_MDC2-08_2014-06-24,WHWO,F,A,50_150,C,,,"~30 sec after survey end, WHWO rattled ~60m E, visual indicates F",AF
EMMAOR_PAWT1-01_2014-05-09,WHWO,U,A,999,C,,,After survey WHWO CA NW of Pt tree,AF
EMMAOR_PAWT1-04_2014-06-05,WHWO,U,A,999,C,,,WHWO CA heard E of pt ~ 2 min after survey,AF
EMMAOR_PAWT1-04_2015-06-03,WHWO,U,A,999,C,,,WHWO CA before survey but did not call or fly in during,BE
EMMAOR_PAWT1-05_2014-06-05,WHWO,U,A,999,C,,,WHWO CA immediately before survey but no detection during survey; heard E of pt,BE
EMMAOR_PAWT1-09_2016-05-16,WHWO,U,A,ovr_150,C D,,,WHWO CA and DR one minute after end of point survey.  Due N 150m.,AF
EMMAOR_PRONGC2-03_2015-06-30,WHWO,U,V,0_50,FL,,,"WHWO flew into 50m radius of pc tree, but left before survey",BE
EMMAOR_PRONGC2-07_2014-06-23,WHWO,U,A,999,C,,,WHWO CA heard NW of pt after survey,AF
EMMAOR_RATT1-02_2015-06-25,WHWO,U,A,999,C,,,WHWO call and rattle after survey,AF
EMMAOR_RATT1-03_2014-05-13,WHWO,F,V,999,C,,,F WHWO before and after survey CA,BE
EMMAOR_RATT1-03_2015-05-27,WHWO,F,A,999,FL,,,Female WHWO flew in calling from south after survey,AF
EMMAOR_RATT1-07_2015-06-25,WHWO,U,A,999,C,,,"Male WHWO calling/foraging; drummed and flew to S, after a min later heard two WHWO CA close from W",AF
EMMAOR_RATT2-02_2015-05-19,WHWO,U,A,999,C,,,"WHWO heard chirping before survey start, did not come in during survey",BE
EMMAOR_RATT2-06_2014-05-14,WHWO,U,A,50_150,C,,,Heard WHWO CA ~80m SW of pt 6 ~45 secs after survey ended,AF
EMMAOR_WOLFC1-01_2014-05-06,WHWO,U,A,999,C,,,WHWO CA heard after survey,AF
EMMAOR_WOLFC1-01_2016-06-01,WHWO,F,V,999,FL,,,Female WHWO flew in after survey completed (5 min later).  Did not stay in area.,AF
EMMAOR_WOLFC1-03_2014-05-06,WHWO,U,A,999,C,,,WHWO CA heard after survey,AF
EMMAOR_WOLFC2-02_2015-05-27,WHWO,M,A,999,C FL,,,Male WHWO CA and flew in a minute or two after survey ended,AF
EMMAOR_WOLFC2-02_2015-06-23,WHWO,P,A,999,C,,,WHWO pair distress calls after survey SW of 2,AF
EMMAOR_WOLFC2-02_2016-06-01,WHWO,U,A,999,C,,,Slow DR from S.  WHWO rattle from S after point count.,AF
EMMAOR_WOLFC2-05_2016-06-01,WHWO,U,A,999,C,,,"DR from E, HAWO CA. WHWO rattle from W after point count.",AF
EMMAOR_WOLFC2-06_2015-06-23,WHWO,U,A,999,C,,,After survey while radio check WHWO call to E of point 6,AF
EMMAOR_WOLFC3-08_2016-06-13,WHWO,U,V,999,F,,,DR to S and E HAWO confirmed.  Saw both WHWO and HAWO after survey near point 8.,AF
EMMAOR_WOLFTB1-07_2015-05-19,WHWO,U,A,999,C,,,WHWO CA before and after survey,BE
EMMAOR_WOLFTB1-07_2015-05-19,WHWO,U,A,999,C,,,WHWO CA before and after survey,AF
EMMAOR_WOLFTB3-10_2014-05-07,WHWO,U,A,50_150,C,,,"Signs of FOR around PT, Heard WHWO CA after pt count ~75m",AF
EMPAID_1WS07_2013-05-13,WHWO,U,A,ovr_150,C,,,WHWO CA 45 sec before survey ~150m ESE,BE
EMPAID_2WS06_2014-05-14,WHWO,M,A,0_50,C F,,,"20 sec after survey, I heard WHWO CA ~120m to E, then ~60 sec after M WHWO flew in to w/in 50m of pt 6, CA FOR nearby for >4 min then I left to next point.",AF
EMPAID_A03_2014-05-16,WHWO,U,A,999,C,,,Possible faint WHWO CA 2 min after survey in direction of pt 2,AF
EMPAID_BR01_2014-05-28,WHWO,U,A,ovr_150,C,,,Heard WHWO in area before pt began while setting up,BE
EMPAID_BR06_2014-05-28,WHWO,U,A,0_50,C D,,,"Had WHWO w/in 50m flyover w/CA and rattle before pt began, also DR before from W",BE
EMPAID_CU08_2014-05-15,WHWO,U,A,50_150,C,,,Heard WHWO CA ~120m to E ~90sec before survey,BE
EMPAID_CU10_2013-05-20,WHWO,U,A,50_150,C,,,WHWO detected before PCT near old nest tree,BE
EMPAID_CU10_2013-06-26,WHWO,U,A,50_150,C,,,WHWO CA ~130m E before PCT start; HAWO FBY ~27m S PCT tree before PCT,BE
EMPAID_DL05_2014-05-19,WHWO,U,A,50_150,C,,,"~90sec after survey WHWO CA ~75m to S, color-banded AD; then I heard one more WHWO back near the pt cnt tree after I left, 2 birds probably a pair",AF
EMPAID_DL09_2013-06-04,WHWO,P,V,50_150,C,,,"after PCT WHWO PR @70m, CA @120m WNW",AF
EMPAID_LC04_2013-05-17,WHWO,U,A,50_150,C,,,"steady rain, not heavy; WHWO CA ~65m SSE before PCT",BE
EMPAID_LC05_2013-05-17,WHWO,U,A,0_50,C,,,WHWO CA after PC5 ~35m SE,AF
EMPAID_LC06_2013-06-25,WHWO,U,V,50_150,C,,,60 sec before survey WHWO CA ~100 away,BE
EMPAID_LC07_2014-05-21,WHWO,U,A,0_50,C FL,,,"At 0905, after survey heard and then saw WHWO fly directly overhead going N",AF
EMPAID_P02_2014-05-28,WHWO,U,V,0_50,C FL,,,"As I was getting ready to leave pt 2, WHWO CA and flew overhead from the W where I heard DR during survey",AF
EMPAID_R10_2013-05-13,WHWO,U,A,50_150,C,,,Unk WHWO audible @ 50_150 before start of Pt Count,BE
EMPAID_S01_2014-06-26,WHWO,U,A,0_50,FL,,,"As I was leaving en route to pt 2, WHWO flew directly from S going W",AF
EMPAID_U02_2014-07-03,WHWO,M,V,0_50,F,,,"As I arrived, found M WHWO 25m E of PC 2 foraging, 2 lt blue or green bands on rt leg and white or alum bands on lft leg; @ 0:28 remaining hear FOR to E, probably WHWO I just saw",BE
EMFWOR_CAMC8-06_2015-06-30,WHWO,M,V,0_50,F FL,3,29,"Heard DR SE ~50m from pt at begin of survey, WHWO pair flew into pt w/3:31 min remaining, Obs F first on pt tree - and she began to CA and DR, then obs M 2 seconds later on PIPO snag ~20m S of pt, M began to FOR in snag, both left to N of pt.",AF
EMFWOR_CAMC5-01_2016-06-03,WHWO,U,V,999,FL,,,WHWO flew in at 10:06 am (21 mins) after count from the W again,AF
EMPAID_U01_2015-06-04,WHWO,U,V,0_50,FL,,,"WHWO V & A before start, 0-50m, flew off",BE
EMPAID_G09_2016-05-11,WHWO,U,A,999,D,,,Detected distant DR to N after point count.  Then calling in S ravine - WHWO.,AF
EMPAID_1WS07_2016-05-16,WHWO,U,V,999,C,,,Positive A&V of WHWO to NE of road before count directly across from point.,BE
EMPAID_U01_2016-05-18,WHWO,U,A,999,C,,,WHWO calling before count near fence; area harvested pre-CFLR,BE
EMPAID_A04_2016-05-24,WHWO,U,V,999,FL,,,WHWO (U) flew in from N about 5 minutes after point,AF
EMPAID_T10_2016-05-25,WHWO,U,A,999,C,,,Heard WHWO calling directly behind T-10 in drainage area immediately following survey,AF
EMPAID_2WS01_2016-05-27,WHWO,U,A,999,C,,,"DR heard (5:50) from burn treated area adj to survey pt, 7m @ 320 deg.  Following survey heard WHWO calling.  Further observation gave glimpse of 2 possible WHWO in same area drumming and calling heard (in burn)",AF
EMFWOR_SWRC2-05_2019-05-24,WHWO,U,A,50_150,C,3,42,"A det of WHWO, 50-100m, C, SE.",DU
EMFWOR_SWRC1-10_2019-05-29,WHWO,M,V,0_50,F,2,16,V det of male HAWO; FL; 0-50m; E. V det of RBSA; F; 0-50m. V det of female WHWO; P; 0-50m.,DU
EMFWOR_SWRC3-10_2019-05-29,WHWO,M,A,0_50,D,4,27,WHWO drumming on snag 50 m NW. M confirmed after detection.,DU
EMFWOR_SWRC3-09_2019-05-29,WHWO,U,A,0_50,C D,7,52,"Heard WHWO from pt 10 calling 80m N of pt en route, flew in N to S, PE and began DR w/ 7:52 remaining",DU
EMFWOR_SWRC3-08_2019-05-29,WHWO,U,A,ovr_150,C,5,5,"Calling heard at 5:05 remaining > 150m W of pt. Continued off/on for 5 mins, same as pt #10",DU
EMFWOR_SWRC3-04_2019-05-29,WHWO,M,V,0_50,FL,8,40,Flew onto pt ct tree westbound. Continued 310 degrees ~120m and joined a female. Sweet talk.,DU
EMFWOR_CAMC7-06_2019-05-30,WHWO,U,A,50_150,C,0,17,A det of WHWO; 50-150m; C; N,DU
EMFWOR_CAMC7-07_2019-05-30,WHWO,M,V,0_50,C F,1,44,"A det of HAWO, 0-50m, C, NE; V det of WHWO, 0-50m, C and F, SW.",DU
EMFWOR_CAMC4-10_2019-05-31,WHWO,M,V,0_50,F,6,45,"2 WHWO calling as we approach pt 10. Get 2 to come into call nearly simultaneously, M first then second AD. Could only ID male.",DU
EMFWOR_CAMC4-09_2019-05-31,WHWO,F,V,0_50,F,3,44,"WHWO flew into pt from N, flew off before sex ID. Likely from same pair as pt 10.",DU
EMFWOR_MUDT2-03_2019-05-31,WHWO,F,V,0_50,D,5,0,A det of WHWO prior to survey ~50m N. A det of irregular drumming ~50m W. V det of UNKN sex WHWO could be same as above-later determined as F. V det of HAWO female drumming 0-50m W.,DU
EMFWOR_CAMC2-01_2019-06-10,WHWO,M,A,0_50,D,3,0,"UNKN spp D to NW, only heard once, possibly WHWO or HAWO  >8min.",DU
EMFWOR_CAMC2-03_2019-06-10,WHWO,M,A,0_50,C,7,0,WHWO A/V det; Female and male; sweet talking; S; 7 min remaining.,DU
EMFWOR_CAMC2-03_2019-06-10,WHWO,F,A,0_50,C,7,0,WHWO A/V det; Female and male; sweet talking; S; 7 min remaining.,DU
EMFWOR_CAMC2-04_2019-06-10,WHWO,M,A,50_150,C,4,0,"WHWO pair sweet talking 50-150m N, A/V.",DU
EMFWOR_CAMC2-04_2019-06-10,WHWO,F,A,50_150,C,4,0,"WHWO pair sweet talking 50-150m N, A/V.",DU
EMFWOR_CAMC2-10_2019-06-10,WHWO,M,V,0_50,FL,7,0,"V det, WHWO FL E",DU
EMFWOR_LILT1-08_2019-06-11,WHWO,F,V,0_50,FL,3,0,WHWO V det; female; Flying south.,DU
EMFWOR_LILT2-08_2019-06-11,WHWO,F,A,ovr_150,D,5,42,Drumming heard E > 150m; 5:42 remaining. WHWO confirmed post-playback. Female found by Dylan.,DU
EMFWOR_PINT1-06_2019-06-12,WHWO,F,V,0_50,FL,5,18,0612 HAWO agitated call and drum. 0518 female WHWO flew into snag NW <50m of PT.,DU
EMFWOR_HONT1-10_2019-06-18,WHWO,U,A,50_150,C,5,12,"A det of WHWO C, S 50-150m,  0512 remaining",DU
EMFWOR_SWRC2-10_2019-06-18,WHWO,U,V,0_50,FL,8,0,WHWO V det; FL S to N; 0-50m; 8min.,DU
EMFWOR_SWRC2-07_2019-06-18,WHWO,M,V,0_50,P,3,0,Irregular knocking (WHWO); 50m; S; 3min.,DU
EMFWOR_SWRC2-04_2019-06-18,WHWO,F,V,0_50,C F,0,30,UNKN knocking and drumming; 100m; W; 4min. WHWO E/SE; <30sec.,DU
EMFWOR_SWRC2-02_2019-06-18,WHWO,F,A,50_150,D F,0,59,WHWO female; D/F; 20m; E,DU
EMFWOR_SWRC2-01_2019-06-18,WHWO,M,V,0_50,D P,8,0,"WHWO male, 20m W >8min, V/A det; D.",DU
EMFWOR_CAMC8-10_2019-06-19,WHWO,F,V,0_50,FL,8,20,Drumming heard 50-100m S of point on approach to point. Female flew in after first recording. Headed S after detection.,DU
EMFWOR_LFTT2-01_2019-06-20,WHWO,U,A,ovr_150,C,5,23,0523 WHWO rattle call >150m WSW of PT. Could not find after PC was completed to determine sex.,DU
EMFWOR_MUDT1-10_2019-06-21,WHWO,F,V,0_50,FL,2,0,"STJA 50-150m N, C 7:30min. Faint drumming (WHWO, likely pair) 50-150m E",DU
EMFWOR_CAMC4-04_2019-06-24,WHWO,F,V,0_50,P,7,30,"UNKN D, S 50-150m, 8:30min; WHWO F, V det <50m S, 7:30min; Possible male in N, C <50m.",DU
EMFWOR_SWRC3-02_2019-06-26,WHWO,U,A,50_150,C,5,32,"A det of WHWO C, 50-150m E w/ 5'32"" time remaining.",DU
EMFWOR_SWRC3-09_2019-06-26,WHWO,U,A,0_50,C,5,13,,DU
EMFWOR_MUDT2-01_2019-06-27,WHWO,F,V,0_50,D FL,7,47,FC drum and rattle ~50-100m SE of pt before call. 0747 female WHWO flew into call and landed on snag <50m S of pt and started drumming.,DU
EMFWOR_CAMC2-10_2019-07-01,WHWO,F,A,0_50,C,8,42,WHWO rattled from nearby nest; flew <50m W of pt.,DU
EMFWOR_CAMC1-09_2019-07-03,WHWO,M,V,ovr_150,C D,8,16,0816 WHWO rattles and drums >150m SW of PT. 0614 both male and female flew to snag ~40-50m W of PT thought I heard a third WHWO rattle as well.,DU
EMFWOR_CAMC1-09_2019-07-03,WHWO,M,V,0_50,FL,6,14,0816 WHWO rattles and drums >150m SW of PT. 0614 both male and female flew to snag ~40-50m W of PT thought I heard a third WHWO rattle as well.,DU
EMFWOR_CAMC1-09_2019-07-03,WHWO,F,V,0_50,FL,6,14,0816 WHWO rattles and drums >150m SW of PT. 0614 both male and female flew to snag ~40-50m W of PT thought I heard a third WHWO rattle as well.,DU
EMFWOR_CAMC1-03_2019-07-03,WHWO,M,V,0_50,P,5,41,0541 WHWO male observed on PIPO just NE of PT ~20m. Did not see it fly in but did hear rattle call from the east just prior. Observed it fly away westward.,DU
EMFWOR_CAMC1-02_2019-07-03,WHWO,F,A,50_150,C,4,34,0742 FC drum ~50-150m NW of PT. 0434 sweet talk ~50-100m N of PT. 0033 FC drum NW of PT again ~50-70m. Visually confirmed the drumming was the female.,DU
EMPAID_G02_2019-05-23,WHWO,F,A,50_150,C,4,50,HAWO. WHWO rattle at 4:50. Visual at 4:32. Flew right to bearing tree.,DU
EMPAID_G02_2019-05-23,WHWO,F,V,0_50,FL,4,31,HAWO. WHWO rattle at 4:50. Visual at 4:32. Flew right to bearing tree.,DU
